precip,snowfall,max_temp,min_temp,mean_temp,doy
7.112,0.0,13.33333333,7.777777778,10.55555556,216
0.508,0.0,17.77777778,8.333333332999999,12.77777778,217
0.0,0.0,18.33333333,7.222222222,12.77777778,218
0.0,0.0,15.55555556,5.0,10.0,219
0.0,0.0,13.33333333,5.555555556,9.444444444,222
21.081999999999997,0.0,9.444444444,7.222222222,8.333333332999999,223
0.254,0.0,12.22222222,5.555555556,8.888888889,224
1.27,0.0,10.0,5.0,7.222222222,225
0.0,0.0,12.77777778,1.666666667,7.222222222,226
0.254,0.0,11.66666667,2.222222222,6.666666667,227
0.0,0.0,14.44444444,2.222222222,8.333333332999999,229
0.0,0.0,12.77777778,2.777777778,7.777777778,230
6.858,0.0,11.11111111,6.1111111110000005,8.888888889,231
2.032,0.0,15.0,7.777777778,11.66666667,232
0.0,0.0,15.55555556,6.666666667,11.11111111,233
0.254,0.0,16.66666667,8.888888889,12.77777778,235
14.478,0.0,12.22222222,6.666666667,9.444444444,236
23.368000000000002,0.0,10.0,7.222222222,8.333333332999999,237
1.27,0.0,10.0,6.1111111110000005,7.777777778,238
0.0,0.0,13.33333333,3.888888889,8.333333332999999,239
3.81,0.0,12.22222222,6.1111111110000005,8.888888889,240
3.302,0.0,7.222222222,5.0,6.1111111110000005,241
0.0,0.0,11.11111111,2.222222222,6.666666667,242
6.35,0.0,8.888888889,5.555555556,7.222222222,243
6.858,0.0,10.55555556,5.0,7.777777778,244
0.762,0.0,11.66666667,5.555555556,8.333333332999999,245
0.0,0.0,10.55555556,1.666666667,6.1111111110000005,246
0.0,0.0,10.0,2.777777778,6.1111111110000005,248
0.0,0.0,12.77777778,1.111111111,6.666666667,249
0.0,0.0,10.0,2.222222222,6.1111111110000005,252
0.0,0.0,8.888888889,2.777777778,5.555555556,253
3.048,0.0,8.333333332999999,3.333333333,5.555555556,254
2.7939999999999996,0.0,5.555555556,1.111111111,3.333333333,255
0.0,0.0,12.22222222,-1.111111111,5.555555556,256
0.0,0.0,16.11111111,2.222222222,8.888888889,257
4.572,0.0,13.88888889,6.1111111110000005,10.0,258
4.8260000000000005,0.0,9.444444444,3.333333333,6.666666667,259
3.302,0.0,10.55555556,2.777777778,6.666666667,260
1.778,0.0,7.777777778,4.444444444,6.1111111110000005,261
16.256,0.0,8.333333332999999,0.0,4.444444444,263
11.684000000000001,0.0,7.777777778,2.222222222,5.0,264
0.0,0.0,7.777777778,-0.5555555560000001,3.333333333,265
0.762,0.0,7.222222222,-1.111111111,3.333333333,266
4.572,0.0,8.888888889,2.777777778,5.555555556,267
11.175999999999998,0.0,7.222222222,4.444444444,5.0,269
6.096,0.0,6.666666667,0.5555555560000001,3.333333333,271
8.636000000000001,0.0,6.1111111110000005,2.777777778,4.444444444,272
0.0,0.0,5.0,1.111111111,3.333333333,273
0.0,0.0,4.444444444,0.5555555560000001,2.222222222,274
0.0,0.0,2.222222222,-5.0,-1.111111111,280
14.732000000000001,0.0,5.555555556,1.666666667,3.333333333,281
2.7939999999999996,0.0,5.555555556,-2.222222222,1.666666667,282
0.0,0.0,3.333333333,-3.333333333,0.0,283
0.0,0.0,1.666666667,-4.444444444,-1.111111111,284
2.54,2.54,3.333333333,-4.444444444,-0.5555555560000001,285
0.0,0.0,4.444444444,-1.666666667,1.111111111,286
5.08,5.08,0.0,-3.333333333,-1.666666667,287
1.27,5.08,1.666666667,-2.777777778,-0.5555555560000001,288
0.0,0.0,6.666666667,-1.111111111,2.777777778,289
0.0,0.0,7.222222222,2.777777778,5.0,290
0.0,0.0,3.333333333,-3.888888889,0.0,294
0.0,0.0,1.111111111,-5.0,-2.222222222,295
0.0,0.0,1.111111111,-7.777777778,-3.333333333,296
0.0,0.0,2.777777778,-8.333333332999999,-2.777777778,297
0.0,0.0,0.0,-6.666666667,-3.333333333,298
0.254,2.54,0.5555555560000001,-5.555555556,-2.222222222,300
